Sukunimi;Yhteensä;;;
Lehtineva;98;;;
Liutu;98;;;
Luomanperä;98;;;
Luoti;98;;;
Mesimäki;98;;;
Monola;98;;;
Muurman;98;;;
Nielikäinen;98;;;
Näse;98;;;
Oravakangas;98;;;
Pankkonen;98;;;
Panu;98;;;
Runonen;98;;;
Saatsi;98;;;
Sahlgren;98;;;
Saijets;98;;;
Sassali;98;;;
Sheikh;98;;;
Stjernvall;98;;;
Stubb;98;;;
Stålnacke;98;;;
Sulo;98;;;
Syvälahti;98;;;
Sämpi;98;;;
Teuho;98;;;
Tilvis;98;;;
Toratti;98;;;
Träff;98;;;
Valkjärvi;98;;;
Vihervä;98;;;
Vihlman;98;;;
Wahlstedt;98;;;
Widjeskog;98;;;
Wu;98;;;
Österblad;98;;;
Alakopsa;97;;;
Alakurtti;97;;;
Ala-Poikela;97;;;
Anttiroiko;97;;;
Busk;97;;;
Cederqvist;97;;;
Dahlén;97;;;
Dinh;97;;;
Erlund;97;;;
Flemming;97;;;
Haapajoki;97;;;
Halko;97;;;
Harja;97;;;
Heine;97;;;
Hossaini;97;;;
Huhti;97;;;
Id;97;;;
Jarvansalo;97;;;
Juvela;97;;;
Jyllilä;97;;;
Jönsson;97;;;
Kieksi;97;;;
Knaappila;97;;;
Koivulampi;97;;;
Kontiola;97;;;
Krohns;97;;;
Kulojärvi;97;;;
Kykyri;97;;;
Kyllinen;97;;;
Lasarov;97;;;
Lepo;97;;;
Liikonen;97;;;
Luopajärvi;97;;;
Mankonen;97;;;
Mansnerus;97;;;
Nelson;97;;;
Niini;97;;;
Nurhonen;97;;;
Poola;97;;;
Potinkara;97;;;
Pätilä;97;;;
Rajavuori;97;;;
Rautaoja;97;;;
Riittinen;97;;;
Risikko;97;;;
Ritakorpi;97;;;
Roman;97;;;
Ruokojärvi;97;;;
Rönnkvist;97;;;
Skoglund;97;;;
Sunikka;97;;;
Säävälä;97;;;
Tähtelä;97;;;
Vaari;97;;;
Valtola;97;;;
Vasala;97;;;
Viherkoski;97;;;
Viipuri;97;;;
Werner;97;;;
Wihlman;97;;;
Ylitapio;97;;;
Änäkkälä;97;;;
Österbacka;97;;;
Aliranta;96;;;
Artell;96;;;
Campbell;96;;;
Degerholm;96;;;
Forsbom;96;;;
Grekula;96;;;
Haponen;96;;;
Harsia;96;;;
Harvala;96;;;
Hemmi;96;;;
Henttula;96;;;
Holtari;96;;;
Ihantola;96;;;
Jäärni;96;;;
Kaarlenkaski;96;;;
Kalaja;96;;;
Kalander;96;;;
Kaminen;96;;;
Kanala;96;;;
Kansanoja;96;;;
Karikko;96;;;
Kaurila;96;;;
Lamsijärvi;96;;;
Linjala;96;;;
Linkola;96;;;
Logren;96;;;
Luode;96;;;
Mäcklin;96;;;
Mäki-Mantila;96;;;
Mäki-Turja;96;;;
Nilsen;96;;;
Nora;96;;;
Ojamäki;96;;;
Palmberg;96;;;
Pankka;96;;;
Piha;96;;;
Piilinen;96;;;
Popov;96;;;
Pykälistö;96;;;
Sandin;96;;;
Santasalo;96;;;
Selkämaa;96;;;
Sorola;96;;;
Tantarimäki;96;;;
Turpeenniemi;96;;;
Tyrmi;96;;;
Törnström;96;;;
Uusi-Pohjola;96;;;
Vaaramaa;96;;;
Viinikanoja;96;;;
Vuorjoki;96;;;
Välinen;96;;;
Aittamaa;95;;;
Alam;95;;;
Andström;95;;;
Blinnikka;95;;;
Blomstedt;95;;;
Buss;95;;;
Front;95;;;
Haaga;95;;;
Hanhiniemi;95;;;
Hed;95;;;
Heikkurinen;95;;;
Hiekkavirta;95;;;
Iho;95;;;
Ingalsuo;95;;;
Jonasson;95;;;
Järvenmäki;95;;;
Kaatrasalo;95;;;
Kalsi;95;;;
Kamsula;95;;;
Karjanmaa;95;;;
Kaunismaa;95;;;
Kelander;95;;;
Keskiniva;95;;;
Kling;95;;;
Kottila;95;;;
Kuusio;95;;;
Lauhikari;95;;;
Lähteelä;95;;;
Malmelin;95;;;
Melender;95;;;
Meller;95;;;
Monni;95;;;
Muraja;95;;;
Mustaparta;95;;;
Oesch;95;;;
Paadar;95;;;
Pakalén;95;;;
Palmqvist;95;;;
Papinniemi;95;;;
Pernaa;95;;;
Petersen;95;;;
Pikkumäki;95;;;
Pohtila;95;;;
Puolamäki;95;;;
Rahtu;95;;;
Raiskinmäki;95;;;
Rajavaara;95;;;
Remonen;95;;;
Råstedt;95;;;
Röman;95;;;
Sahlstedt;95;;;
Sahlsten;95;;;
Satama;95;;;
Siippainen;95;;;
Siiriäinen;95;;;
Siltamäki;95;;;
Soramäki;95;;;
Soukko;95;;;
Ståhlström;95;;;
Suleiman;95;;;
Svenn;95;;;
Sydänmetsä;95;;;
Töytäri;95;;;
Vellamo;95;;;
Veräjänkorva;95;;;
Vilppo;95;;;
Wirman;95;;;
Ånäs;95;;;
Abukar;94;;;
Alavuotunki;94;;;
Alitupa;94;;;
Andrejeff;94;;;
Aska;94;;;
Björnholm;94;;;
Blomström;94;;;
Edgren;94;;;
Evans;94;;;
Gillberg;94;;;
Hakunti;94;;;
Havas;94;;;
Hellevaara;94;;;
Hummasti;94;;;
Högnabba;94;;;
Höynälä;94;;;
Isoranta;94;;;
Jaala;94;;;
Jung;94;;;
Juntikka;94;;;
Jusslin;94;;;
Kalinainen;94;;;
Karimi;94;;;
Karkulehto;94;;;
Kelhä;94;;;
Kempe;94;;;
Korsström;94;;;
Kortekangas;94;;;
Kuhalampi;94;;;
Kulta;94;;;
Källström;94;;;
Lampen;94;;;
Lampikoski;94;;;
Lapiolahti;94;;;
Lumio;94;;;
Luoranen;94;;;
Mahosenaho;94;;;
Maronen;94;;;
Mattfolk;94;;;
Miskala;94;;;
Mukka;94;;;
Mursula;94;;;
Nauska;94;;;
Nordfors;94;;;
Notkola;94;;;
Nuur;94;;;
Piiponniemi;94;;;
Pinomaa;94;;;
Putro;94;;;
Pöntiö;94;;;
Renholm;94;;;
Rojo;94;;;
Ruohio;94;;;
Saksanen;94;;;
Sellman;94;;;
Sottinen;94;;;
Staffans;94;;;
Stellberg;94;;;
Stenudd;94;;;
Svan;94;;;
Säärelä;94;;;
Tarkkala;94;;;
Tiinanen;94;;;
Touronen;94;;;
Tuittu;94;;;
Tuomivirta;94;;;
Uitti;94;;;
Ulenius;94;;;
Uusipaikka;94;;;
Valanne;94;;;
Vallinkoski;94;;;
Yli-Hukka;94;;;
Ärväs;94;;;
Ala-Kokko;93;;;
Auno;93;;;
Brummer;93;;;
Esselström;93;;;
Granfelt;93;;;
Guled;93;;;
Hanhijärvi;93;;;
Hankilanoja;93;;;
Hevonoja;93;;;
Hylkilä;93;;;
Järn;93;;;
Kiiala;93;;;
Kolomainen;93;;;
Korpijaakko;93;;;
Krogell;93;;;
Kronberg;93;;;
Kruus;93;;;
Kultima;93;;;
Kurt;93;;;
Kuurila;93;;;
Kuusimurto;93;;;
Leijala;93;;;
Liisanantti;93;;;
Luikku;93;;;
Metsi;93;;;
Mielityinen;93;;;
Montin;93;;;
Musikka;93;;;
Myrskog;93;;;
Mäkivirta;93;;;
Nylén;93;;;
Pastila;93;;;
Pouru;93;;;
Pöyhölä;93;;;
Rautasalo;93;;;
Reinvall;93;;;
Riihilahti;93;;;
Ronkonen;93;;;
Rousi;93;;;
Schalin;93;;;
Sippu;93;;;
Suikka;93;;;
Taittonen;93;;;
Tankka;93;;;
Tohka;93;;;
Toikander;93;;;
Törmi;93;;;
Ukura;93;;;
Uusikylä;93;;;
Wainio;93;;;
Östlund;93;;;
Brofeldt;92;;;
Bågman;92;;;
Davis;92;;;
Duong;92;;;
Eho;92;;;
Enbuske;92;;;
Gestranius;92;;;
Ginström;92;;;
Hashi;92;;;
Hautamaa;92;;;
Havulehto;92;;;
Hiirikoski;92;;;
Hirvasoja;92;;;
Javarus;92;;;
Jokitulppo;92;;;
Jälkö;92;;;
Kauramäki;92;;;
Kreander;92;;;
Kylander;92;;;
Kylmälahti;92;;;
Lepikkö;92;;;
Lohman;92;;;
Malmivuori;92;;;
Mehtomaa;92;;;
Mella;92;;;
Mettiäinen;92;;;
Parkatti;92;;;
Perälampi;92;;;
Poikulainen;92;;;
Punta;92;;;
Pått;92;;;
Pähtilä;92;;;
Pääskynen;92;;;
Pöhö;92;;;
Regina;92;;;
Ritakallio;92;;;
Rosendal;92;;;
Röning;92;;;
Saarman;92;;;
Sakkara;92;;;
Salojensaari;92;;;
Siiki;92;;;
Ukonmaanaho;92;;;
Ukskoski;92;;;
Vattula;92;;;
Veini;92;;;
Vuolli;92;;;
Wirta;92;;;
Wrede;92;;;
Währn;92;;;
Yppärilä;92;;;
Adan;91;;;
Ahjoniemi;91;;;
Ahtila;91;;;
Akujärvi;91;;;
Ansala;91;;;
Brunberg;91;;;
Enroos;91;;;
Ericsson;91;;;
Haaramo;91;;;
Hakalax;91;;;
Halunen;91;;;
Hashemi;91;;;
Havula;91;;;
Heiliö;91;;;
Hernetkoski;91;;;
Ho;91;;;
Holmbäck;91;;;
Holst;91;;;
Hussa;91;;;
Häkki;91;;;
Häme;91;;;
Iikkanen;91;;;
Jaaksi;91;;;
Jafari;91;;;
Jokisaari;91;;;
Jolanki;91;;;
Juslenius;91;;;
Jäkkö;91;;;
Kahari;91;;;
Kalilainen;91;;;
Kares;91;;;
Karhi;91;;;
Karkiainen;91;;;
Karnaattu;91;;;
Kasvi;91;;;
Kiander;91;;;
Kotkavuori;91;;;
Krouvi;91;;;
Kukkasniemi;91;;;
Kylmäoja;91;;;
Lapatto;91;;;
Laurio;91;;;
Leppikorpi;91;;;
Liljekvist;91;;;
Limingoja;91;;;
Liminka;91;;;
Lithén;91;;;
Maaniitty;91;;;
Martonen;91;;;
Mether;91;;;
Miftari;91;;;
Mustakoski;91;;;
Myrsky;91;;;
Mäki-Petäjä;91;;;
Möttö;91;;;
Niilola;91;;;
Nummikoski;91;;;
Nysten;91;;;
Nystrand;91;;;
Näätsaari;91;;;
Oljakka;91;;;
Olsbo;91;;;
Palovuori;91;;;
Paski;91;;;
Perander;91;;;
Pykäri;91;;;
Raami;91;;;
Rahkila;91;;;
Ralli;91;;;
Ramula;91;;;
Rantasuo;91;;;
Reuter;91;;;
Riivari;91;;;
Rinteelä;91;;;
Rotko;91;;;
Ryökäs;91;;;
Scott;91;;;
Seitz;91;;;
Sergejeff;91;;;
Severinkangas;91;;;
Sjö;91;;;
Soila;91;;;
Svanström;91;;;
Talso;91;;;
Tillonen;91;;;
Törö;91;;;
Valkamo;91;;;
Vallivaara;91;;;
Vankka;91;;;
Vannas;91;;;
Veltheim;91;;;
Verkasalo;91;;;
Viio;91;;;
Viitamaa;91;;;
Väliviita;91;;;
Walli;91;;;
Ylianttila;91;;;
Agge;90;;;
Ansas;90;;;
Dolk;90;;;
Finneman;90;;;
Haaksluoto;90;;;
Halt;90;;;
Helkamäki;90;;;
Helske;90;;;
Helve;90;;;
Hersi;90;;;
Holmkvist;90;;;
Ipatti;90;;;
Jauhonen;90;;;
Jaukkuri;90;;;
Johanson;90;;;
Jomppanen;90;;;
Junkala;90;;;
Kansonen;90;;;
Kuntola;90;;;
Kuopio;90;;;
Laitanen;90;;;
Lehtivuori;90;;;
Lesch;90;;;
Ljunggren;90;;;
Loippo;90;;;
Loukko;90;;;
Maasalo;90;;;
Mallenius;90;;;
Murtoperä;90;;;
Mäntyjärvi;90;;;
Nordblad;90;;;
Ojantakanen;90;;;
Paasikoski;90;;;
Paavonen;90;;;
Pakisjärvi;90;;;
Palokas;90;;;
Peuralahti;90;;;
Pienmunne;90;;;
Pilpola;90;;;
Puharinen;90;;;
Pusenius;90;;;
Pylkkä;90;;;
Pönniö;90;;;
Raivonen;90;;;
Raunila;90;;;
Rautelin;90;;;
Rautiala;90;;;
Rein;90;;;
Rodriguez;90;;;
Rolig;90;;;
Samanen;90;;;
Sandman;90;;;
Sarparanta;90;;;
Savijoki;90;;;
Savikuja;90;;;
Sharifi;90;;;
Sibakov;90;;;
Sundén;90;;;
Suonsivu;90;;;
Suosalo;90;;;
Tahko;90;;;
Tiistola;90;;;
Torpo;90;;;
Töyli;90;;;
Uskali;90;;;
Uuskoski;90;;;
Valppu;90;;;
Vieltojärvi;90;;;
Viianen;90;;;
Vuorilehto;90;;;
Vuorimies;90;;;
White;90;;;
Buska;89;;;
Ehrola;89;;;
Finnäs;89;;;
Gull;89;;;
Helkkula;89;;;
Itänen;89;;;
Kaivo-oja;89;;;
Karhila;89;;;
Kekoni;89;;;
Koljander;89;;;
Korpunen;89;;;
Kortman;89;;;
Koski-Vähälä;89;;;
Kummunmäki;89;;;
Kylmäaho;89;;;
Kytökorpi;89;;;
Latosaari;89;;;
Loppukaarre;89;;;
Mansikkala;89;;;
Metsomäki;89;;;
Metsämuuronen;89;;;
Mieskolainen;89;;;
Mäenranta;89;;;
Mäntykivi;89;;;
Nuri;89;;;
Othman;89;;;
Piikki;89;;;
Pirneskoski;89;;;
Puntila;89;;;
Rantamaula;89;;;
Roimola;89;;;
Rojola;89;;;
Romar;89;;;
Ruonakangas;89;;;
Ruuhimäki;89;;;
Saurio;89;;;
Snabb;89;;;
Stedt;89;;;
Suurhasko;89;;;
Tenhovuori;89;;;
Tervasmäki;89;;;
Urponen;89;;;
Uurtamo;89;;;
Virola;89;;;
Öblom;89;;;
Öman;89;;;
Abdirahman;88;;;
Ahonpää;88;;;
Andberg;88;;;
Arab;88;;;
Asumaniemi;88;;;
Attila;88;;;
Aulanko;88;;;
Aulén;88;;;
Bergfors;88;;;
Böling;88;;;
Chan;88;;;
Glasberg;88;;;
Groop;88;;;
Harald;88;;;
Hernesaho;88;;;
Hietasalo;88;;;
Hoikkanen;88;;;
Iisakkala;88;;;
Jakkula;88;;;
Jankkila;88;;;
Joukanen;88;;;
Jussinmäki;88;;;
Juuri;88;;;
Jähi;88;;;
Karenius;88;;;
Kaukkila;88;;;
Kellberg;88;;;
Köntti;88;;;
Lagerblom;88;;;
Liewendahl;88;;;
Lusenius;88;;;
Mangs;88;;;
Miekka;88;;;
Mutkala;88;;;
Muuriaisniemi;88;;;
Napari;88;;;
Naulapää;88;;;
Niiniviita;88;;;
Nuolikoski;88;;;
Osmonen;88;;;
Paakinaho;88;;;
Puntti;88;;;
Ring;88;;;
Rinnemaa;88;;;
Roivanen;88;;;
Rokosa;88;;;
Rosbäck;88;;;
Ruokoja;88;;;
Ryhtä;88;;;
Salko;88;;;
Seipäjärvi;88;;;
Siilin;88;;;
Stam;88;;;
Syväluoma;88;;;
Thodén;88;;;
Truong;88;;;
Turtola;88;;;
Vanttaja;88;;;
Vessari;88;;;
Välkki;88;;;
Ward;88;;;
Westin;88;;;
Wood;88;;;
Ala-Huikku;87;;;
Borgmästars;87;;;
Borisov;87;;;
Brunell;87;;;
Clark;87;;;
Collanus;87;;;
Davies;87;;;
Edman;87;;;
Elers;87;;;
Gerdt;87;;;
Gill;87;;;
Gonzalez;87;;;
Grip;87;;;
Haakanen;87;;;
Harjumäki;87;;;
Havumäki;87;;;
Hellemaa;87;;;
Hindström;87;;;
Honkaharju;87;;;
Hotokka;87;;;
Hypén;87;;;
Jekkonen;87;;;
Joutsiniemi;87;;;
Jungell;87;;;
Karri;87;;;
Karsten;87;;;
Khalil;87;;;
Koivuporras;87;;;
Kortteinen;87;;;
Kurra;87;;;
Lassas;87;;;
Lastumäki;87;;;
Lillberg;87;;;
Lääkkölä;87;;;
Maaskola;87;;;
Malkavaara;87;;;
Mentu;87;;;
Mustalammi;87;;;
Mäihäniemi;87;;;
Neuman;87;;;
Niittyvuopio;87;;;
Nordvall;87;;;
Ontronen;87;;;
Pajanen;87;;;
Parri;87;;;
Peltosaari;87;;;
Pentinsaari;87;;;
Poijärvi;87;;;
Pyysing;87;;;
Pöyhiä;87;;;
Rasinaho;87;;;
Rauhamaa;87;;;
Ristiharju;87;;;
Roms;87;;;
Röksä;87;;;
Sainmaa;87;;;
Sakala;87;;;
Satukangas;87;;;
Sauramäki;87;;;
Sevander;87;;;
Temisevä;87;;;
Tenno;87;;;
Tuohiniemi;87;;;
Töllikkö;87;;;
Virsunen;87;;;
Vähäsantanen;87;;;
Vänninen;87;;;
Alamikkelä;86;;;
Aulio;86;;;
Aziz;86;;;
Blomroos;86;;;
Dahlsten;86;;;
Damski;86;;;
Etelälahti;86;;;
Hammarström;86;;;
Hardén;86;;;
Haring;86;;;
Hautasaari;86;;;
Hiivala;86;;;
Huhmarniemi;86;;;
Huovari;86;;;
Huumo;86;;;
Hyöty;86;;;
Jackson;86;;;
Jern;86;;;
Kandolin;86;;;
Karling;86;;;
Koisti;86;;;
Korvola;86;;;
Kovasiipi;86;;;
Krause;86;;;
Krekilä;86;;;
Kuki;86;;;
Kyötikki;86;;;
Kärkelä;86;;;
Liljedahl;86;;;
Linnakoski;86;;;
Luodes;86;;;
Löhönen;86;;;
Malka;86;;;
Marjaniemi;86;;;
Markuksela;86;;;
Matula;86;;;
Mikonsaari;86;;;
Märsy;86;;;
Osola;86;;;
Permanto;86;;;
Pesämaa;86;;;
Petrova;86;;;
Pohjanoksa;86;;;
Ponto;86;;;
Puolanne;86;;;
Päiväläinen;86;;;
Rapinoja;86;;;
Ripattila;86;;;
Sammalkangas;86;;;
Samuli;86;;;
Sangi;86;;;
Suomilammi;86;;;
Säilynoja;86;;;
Säippä;86;;;
Taivaloja;86;;;
Tarkki;86;;;
Thure;86;;;
Tilles;86;;;
Tuulos;86;;;
Tuutijärvi;86;;;
Tverin;86;;;
Vahteri;86;;;
Vahvanen;86;;;
Vanha;86;;;
Vestergård;86;;;
Viiliäinen;86;;;
Vörlin;86;;;
Yrjälä;86;;;
Yrttimaa;86;;;
Ahlö;85;;;
Ala-Nissilä;85;;;
Berner;85;;;
Buddas;85;;;
Ervast;85;;;
Fokin;85;;;
Frigård;85;;;
Hautaoja;85;;;
Helen;85;;;
Heliö;85;;;
Hellgrén;85;;;
Hollsten;85;;;
Iso-Markku;85;;;
Kaihlanen;85;;;
Kaipanen;85;;;
Karsikko;85;;;
Keyriläinen;85;;;
Kippilä;85;;;
Kivilehto;85;;;
Klaus;85;;;
Knaapinen;85;;;
Kokkomäki;85;;;
Korkiala;85;;;
Kurka;85;;;
Kursi;85;;;
Kylkilahti;85;;;
Kåla;85;;;
Laasala;85;;;
Lampainen;85;;;
Leppäharju;85;;;
Long;85;;;
Lopakka;85;;;
Mahdi;85;;;
Maisala;85;;;
Malassu;85;;;
Mansukoski;85;;;
Mömmö;85;;;
Nahkiaisoja;85;;;
Norberg;85;;;
Noro;85;;;
Pihlajakangas;85;;;
Pouhula;85;;;
Prykäri;85;;;
Puominen;85;;;
Rantapelkonen;85;;;
Rantasalmi;85;;;
Rantti;85;;;
Rinnekangas;85;;;
Roble;85;;;
Romsi;85;;;
Ruuti;85;;;
Saareks;85;;;
Saleh;85;;;
Savaloja;85;;;
Semenoff;85;;;
Storgårds;85;;;
Talo;85;;;
Tamio;85;;;
Telkkälä;85;;;
Tsokkinen;85;;;
Tuhkunen;85;;;
Törölä;85;;;
Vainioranta;85;;;
Veckman;85;;;
Viberg;85;;;
Vähäsoini;85;;;
Wigren;85;;;
Wuori;85;;;
Wuorio;85;;;
Ådahl;85;;;
Abbas;84;;;
Aitamurto;84;;;
Bah;84;;;
Berts;84;;;
Christiansen;84;;;
Elsinen;84;;;
Erkkonen;84;;;
Farin;84;;;
Grek;84;;;
Haapakorva;84;;;
Hack;84;;;
Harjunmaa;84;;;
Hesso;84;;;
Hietava;84;;;
Hyväkkä;84;;;
Impivaara;84;;;
Juustovaara;84;;;
Kaira;84;;;
Kallas;84;;;
Kalliainen;84;;;
Korkolainen;84;;;
Kovamäki;84;;;
Kumara;84;;;
Kuuppo;84;;;
Leppimäki;84;;;
Luhtasaari;84;;;
Martola;84;;;
Melartin;84;;;
Merikivi;84;;;
Mitronen;84;;;
Norola;84;;;
Ojapalo;84;;;
Paltto;84;;;
Parkkima;84;;;
Pinoniemi;84;;;
Pohjankoski;84;;;
Pukero;84;;;
Rantama;84;;;
Ronni;84;;;
Ruhkala;84;;;
Rutonen;84;;;
Ryömä;84;;;
Samaletdin;84;;;
Sarivaara;84;;;
Sjödahl;84;;;
Survo;84;;;
Syynimaa;84;;;
Särkimäki;84;;;
Truhponen;84;;;
Tuohimetsä;84;;;
Tuomenoja;84;;;
Turu;84;;;
Vahlsten;84;;;
Varanka;84;;;
von Knorring;84;;;
Voutila;84;;;
Vuorenmäki;84;;;
Ylivainio;84;;;
Äärilä;84;;;
Ahlnäs;83;;;
Alaraatikka;83;;;
Ananin;83;;;
Antin;83;;;
Apajalahti;83;;;
Bulut;83;;;
Eskonniemi;83;;;
Finnig;83;;;
Helala;83;;;
Hindsberg;83;;;
Hirvikorpi;83;;;
Holmala;83;;;
Horelli;83;;;
Hornborg;83;;;
Hughes;83;;;
Hyvättinen;83;;;
Ingo;83;;;
Intke;83;;;
Kankaansyrjä;83;;;
Karmala;83;;;
Kellomäki;83;;;
Ketelä;83;;;
Kim;83;;;
Kjellberg;83;;;
Korppinen;83;;;
Kurtelius;83;;;
Kurunlahti;83;;;
Kuutsa;83;;;
Lillman;83;;;
Majaneva;83;;;
Matikkala;83;;;
Matintupa;83;;;
Micklin;83;;;
Miinala;83;;;
Mäkirinne;83;;;
Naapuri;83;;;
Niittylahti;83;;;
Noori;83;;;
Nuikka;83;;;
Nuorgam;83;;;
Okkola;83;;;
Parvela;83;;;
Petäys;83;;;
Pykälä;83;;;
Pötry;83;;;
Reijo;83;;;
Reiju;83;;;
Sammalniemi;83;;;
Sanchez;83;;;
Schrey;83;;;
Smedlund;83;;;
Solala;83;;;
Soppi;83;;;
Springare;83;;;
Tahiri;83;;;
Tarsa;83;;;
Torttila;83;;;
Valpas;83;;;
Varpa;83;;;
Veneranta;83;;;
Viilo;83;;;
Vuontisvaara;83;;;
Väntänen;83;;;
Värttö;83;;;
Wollsten;83;;;
Wong;83;;;
Ylä-Mononen;83;;;
Örnberg;83;;;
Arnberg;82;;;
Böhling;82;;;
Eckerman;82;;;
Epäilys;82;;;
Erkintalo;82;;;
Finnholm;82;;;
Fogde;82;;;
Funck;82;;;
Haji;82;;;
Hasari;82;;;
Hentinen;82;;;
Hietajärvi;82;;;
Hokkala;82;;;
Häggkvist;82;;;
Inna;82;;;
Jacobson;82;;;
Jacobsson;82;;;
Juurikkala;82;;;
Järnfors;82;;;
Kasi;82;;;
Kharel;82;;;
Kirkinen;82;;;
Koivusipilä;82;;;
Korento;82;;;
Kotikumpu;82;;;
Krannila;82;;;
Kämäläinen;82;;;
Laasasenaho;82;;;
Laukkala;82;;;
Launis;82;;;
Lehtoaho;82;;;
Leiman;82;;;
Lindgård;82;;;
Lintonen;82;;;
Lummi;82;;;
Mahlberg;82;;;
Maikkula;82;;;
Makkula;82;;;
Martikka;82;;;
Mayer;82;;;
Melén;82;;;
Mertsalmi;82;;;
Mesiäinen;82;;;
Mäkiharju;82;;;
Möykkynen;82;;;
Ngo;82;;;
Niskavaara;82;;;
Ohranen;82;;;
Perunka;82;;;
Portimo;82;;;
Pussila;82;;;
Riihioja;82;;;
Riihola;82;;;
Rosenius;82;;;
Römpötti;82;;;
Saarentaus;82;;;
Saarnisto;82;;;
Salman;82;;;
Shrestha;82;;;
Simuna;82;;;
Syrjäniemi;82;;;
Syvälä;82;;;
Tamlander;82;;;
Tittonen;82;;;
Tukeva;82;;;
Tulijoki;82;;;
Tuliniemi;82;;;
Tullila;82;;;
Uppgård;82;;;
Väärämäki;82;;;
Willgren;82;;;
Yli-Rantala;82;;;
Ahmaoja;81;;;
Alajoutsijärvi;81;;;
Alakiuttu;81;;;
Alaraudanjoki;81;;;
Arnkil;81;;;
Björndahl;81;;;
Björses;81;;;
Blommendahl;81;;;
Båsk;81;;;
Dunderfelt;81;;;
Envall;81;;;
Ettanen;81;;;
Finskas;81;;;
Flykt;81;;;
Haila;81;;;
Haliseva;81;;;
Hanska;81;;;
Hedborg;81;;;
Hudd;81;;;
Huilla;81;;;
Huuskola;81;;;
Hyrynkangas;81;;;
Hyyti;81;;;
Hyöky;81;;;
Hård;81;;;
Isomursu;81;;;
Kaihola;81;;;
Kaijomaa;81;;;
Kalevo;81;;;
Kangaskorte;81;;;
Karvosenoja;81;;;
Kielinen;81;;;
Kytöjoki;81;;;
Käiväräinen;81;;;
Lagström;81;;;
Lammervo;81;;;
Lapakko;81;;;
Lohtaja;81;;;
Maaninen;81;;;
Mahlanen;81;;;
Mattus;81;;;
Miinin;81;;;
Mitchell;81;;;
Myrberg;81;;;
Nordmyr;81;;;
Nurmikolu;81;;;
Ojanne;81;;;
Paakkolanvaara;81;;;
Perttala;81;;;
Pihlajasaari;81;;;
Pomell;81;;;
Pullola;81;;;
Puustjärvi;81;;;
Pääsky;81;;;
Rajaharju;81;;;
Rakkola;81;;;
Randström;81;;;
Rodas;81;;;
Rosengård;81;;;
Ruoranen;81;;;
Ruotoistenmäki;81;;;
Ruppa;81;;;
Rynö;81;;;
Rysä;81;;;
Sajaniemi;81;;;
Sarviaho;81;;;
Savila;81;;;
Siika;81;;;
Sillgren;81;;;
Sippel;81;;;
Soranta;81;;;
Suorajärvi;81;;;
Tarpila;81;;;
Teeriniemi;81;;;
Tila;81;;;
Tinnilä;81;;;
Uhre;81;;;
Vauramo;81;;;
Vengasaho;81;;;
Vickholm;81;;;
Vieruaho;81;;;
Viljaranta;81;;;
Välikoski;81;;;
Ylipekkala;81;;;
Ylisiurua;81;;;
Aapajärvi;80;;;
Edström;80;;;
Edwards;80;;;
Elovirta;80;;;
Evesti;80;;;
Filppa;80;;;
Grankull;80;;;
Grén;80;;;
Hanhirova;80;;;
Havulinna;80;;;
Heinävaara;80;;;
Heliste;80;;;
Hinkkala;80;;;
Hirvikangas;80;;;
Hjorth;80;;;
Huuhilo;80;;;
Häyhänen;80;;;
Jordas;80;;;
Juttula;80;;;
Juutistenaho;80;;;
Jyrkkänen;80;;;
Jyrkäs;80;;;
Jönkkäri;80;;;
Kaakkolammi;80;;;
Kalapudas;80;;;
Kalla;80;;;
Karkkulainen;80;;;
Kiiltomäki;80;;;
Kirstinä;80;;;
Kiviö;80;;;
Klein;80;;;
Koffert;80;;;
Kortessalo;80;;;
Kortesuo;80;;;
Kotavuopio;80;;;
Koutaniemi;80;;;
Kronström;80;;;
Kuosma;80;;;
Kuusilehto;80;;;
Kyrklund;80;;;
Laikko;80;;;
Lammasniemi;80;;;
Lepomäki;80;;;
Linnamaa;80;;;
Lyhty;80;;;
Lärka;80;;;
Manderbacka;80;;;
Mannela;80;;;
Mannio;80;;;
Mäentausta;80;;;
Mörk;80;;;
Njie;80;;;
Noppa;80;;;
Ojaluoma;80;;;
Palsa;80;;;
Peitso;80;;;
Petroff;80;;;
Pönkkö;80;;;
Pöri;80;;;
Rantavuori;80;;;
Reinikkala;80;;;
Reinola;80;;;
Remander;80;;;
Rogers;80;;;
Runola;80;;;
Ryyti;80;;;
Räihälä;80;;;
Räkköläinen;80;;;
Sigg;80;;;
Siiri;80;;;
Siirtonen;80;;;
Sinkkilä;80;;;
Sjöblad;80;;;
Sjösten;80;;;
Sysimetsä;80;;;
Tallila;80;;;
Teivonen;80;;;
Tura;80;;;
Vekka;80;;;
Vekki;80;;;
Weeman;80;;;
Wiss;80;;;
Wägar;80;;;
Ylisuutari;80;;;
Åbacka;80;;;
Aitio;79;;;
Alamattila;79;;;
Alavesa;79;;;
Ekbom;79;;;
Ena;79;;;
Etelä;79;;;
Fabricius;79;;;
Fagerroos;79;;;
Forsander;79;;;
Granath;79;;;
Halli;79;;;
Hatinen;79;;;
Hovatov;79;;;
Huusela;79;;;
Hytinkoski;79;;;
Hyvölä;79;;;
Jalomäki;79;;;
Julmala;79;;;
Jurvansuu;79;;;
Jämbäck;79;;;
